Time(s),Ax(g),Ay(g),Az(g),Gx(°/s),Gy(°/s),Gz(°/s)
0.007497,0.043,-0.122,0.967,-6.462,1.122,-1.228
0.011863,0.025,-0.128,0.951,-6.21,1.144,-1.106
0.016205,0.028,-0.126,0.96,-5.989,0.992,-1.091
0.020339,0.036,-0.116,0.961,-5.936,1.419,-1.038
0.023286,0.022,-0.113,0.955,-6.271,1.038,-0.931
0.024265,0.031,-0.126,0.971,-6.332,1.427,-0.702
0.025245,0.012,-0.115,0.962,-6.401,1.251,-0.267
0.026193,0.027,-0.105,0.956,-6.622,1.35,-0.259
0.027136,0.028,-0.098,0.96,-6.561,1.167,-0.099
0.028080,0.012,-0.093,0.959,-6.561,1.312,-0.198
0.029021,0.037,-0.092,0.957,-6.76,1.251,-0.145
0.029982,0.025,-0.088,0.95,-6.699,1.175,-0.031
0.030925,0.03,-0.079,0.964,-6.615,1.328,-0.465
0.031870,0.031,-0.077,0.961,-6.889,0.992,-0.809
0.032806,0.032,-0.082,0.962,-7.019,1.167,-1.129
0.033760,0.032,-0.091,0.965,-6.874,1.289,-0.839
0.034700,0.031,-0.083,0.964,-7.469,1.312,-1.114
0.035664,0.042,-0.08,0.962,-7.278,1.083,-1.122
0.036605,0.042,-0.085,0.964,-7.645,1.274,-0.977
0.037558,0.04,-0.083,0.96,-7.553,1.526,-0.671
0.038498,0.038,-0.075,0.961,-7.866,1.457,-0.908
0.039439,0.041,-0.072,0.961,-8.24,1.236,-1.03
0.040377,0.041,-0.072,0.961,-8.148,1.152,-1.114
0.041334,0.04,-0.076,0.965,-8.308,1.328,-1.297
0.042273,0.04,-0.079,0.968,-8.72,1.602,-1.411
0.043212,0.04,-0.082,0.964,-8.43,1.236,-1.549
0.044149,0.033,-0.087,0.962,-8.423,1.297,-1.709
0.045102,0.032,-0.094,0.959,-8.392,1.48,-1.808
0.046042,0.029,-0.11,0.955,-8.728,1.518,-1.488
0.046981,0.03,-0.114,0.957,-8.614,1.472,-1.282
0.047919,0.029,-0.126,0.957,-8.881,1.534,-1.06
0.048856,0.026,-0.132,0.966,-9.041,1.671,-0.725
0.049811,0.021,-0.142,0.958,-8.911,1.35,-0.504
0.050752,0.027,-0.143,0.961,-8.835,1.556,-0.511
0.051693,0.02,-0.146,0.956,-8.4,1.343,-0.534
0.052632,0.026,-0.157,0.966,-8.316,1.244,-0.763
0.053589,0.021,-0.153,0.957,-8.08,1.274,-0.923
0.054528,0.023,-0.155,0.951,-8.156,1.289,-1.03
0.055464,0.029,-0.151,0.957,-8.003,1.396,-1.213
0.056401,0.03,-0.154,0.957,-7.477,1.282,-1.312
0.057352,0.03,-0.159,0.959,-7.607,1.282,-0.908
0.058298,0.034,-0.162,0.96,-7.645,1.076,-1.16
0.059242,0.035,-0.157,0.96,-7.256,1.183,-1.472
0.060184,0.037,-0.151,0.964,-7.164,1.198,-0.969
0.061137,0.038,-0.151,0.962,-7.248,1.16,-0.854
0.062074,0.041,-0.148,0.963,-7.355,1.282,-0.61
0.063011,0.043,-0.131,0.958,-6.851,0.854,-0.931
0.063948,0.048,-0.13,0.948,-7.179,1.221,-0.961
0.064890,0.052,-0.13,0.963,-6.973,1.335,-0.443
0.065840,0.049,-0.133,0.966,-7.202,1.19,-0.275
0.066777,0.05,-0.125,0.963,-6.813,1.183,-0.832
0.067716,0.054,-0.117,0.965,-7.256,1.076,-0.641
0.068654,0.052,-0.113,0.965,-7.042,1.114,-0.801
0.069606,0.05,-0.119,0.965,-6.691,1.328,-0.328
0.070543,0.05,-0.123,0.958,-6.935,1.198,-0.481
0.071478,0.049,-0.12,0.955,-7.286,1.19,-0.343
0.072417,0.042,-0.117,0.962,-7.103,1.114,-0.16
0.073368,0.041,-0.116,0.961,-7.286,1.114,-0.244
0.074308,0.042,-0.112,0.963,-7.21,1.152,-0.298
0.075247,0.034,-0.126,0.96,-7.21,1.045,-0.076
0.076188,0.035,-0.124,0.963,-6.752,1.266,-0.099
0.077152,0.034,-0.111,0.958,-7.004,1.518,-0.099
0.078098,0.03,-0.113,0.965,-6.966,0.961,-0.305
0.079042,0.023,-0.111,0.961,-7.164,1.396,-1.06
0.079985,0.016,-0.114,0.949,-6.95,1.19,-0.87
0.080927,0.023,-0.116,0.956,-6.973,1.144,-0.893
0.081880,0.021,-0.125,0.961,-7.339,1.343,-0.839
0.082818,0.02,-0.124,0.959,-7.141,1.106,-0.801
0.083779,0.019,-0.123,0.95,-6.935,1.389,-0.801
0.084728,0.019,-0.122,0.968,-7.172,1.244,-0.557
0.106351,0.021,-0.108,0.959,-7.477,1.266,-0.61
0.107316,0.022,-0.115,0.954,-7.5,1.175,-0.679
0.108260,0.022,-0.115,0.964,-7.08,1.251,-0.664
0.109800,0.032,-0.101,0.96,-7.149,1.183,-1.137
0.110746,0.035,-0.099,0.958,-7.362,1.167,-1.106
0.148693,0.041,-0.095,0.957,-7.362,1.305,-0.931
0.149694,0.046,-0.093,0.96,-7.431,1.389,-1.366
0.150642,0.045,-0.091,0.956,-7.881,1.389,-1.274
0.151582,0.044,-0.098,0.962,-7.866,1.122,-0.931
0.152515,0.043,-0.104,0.965,-7.782,1.274,-0.877
0.153462,0.045,-0.103,0.958,-7.729,1.457,-0.885
0.154412,0.04,-0.104,0.957,-7.759,1.442,-1.625
0.192276,0.039,-0.109,0.968,-8.133,1.404,-1.289
0.193283,0.039,-0.108,0.962,-8.133,1.427,-1.274
0.194233,0.039,-0.111,0.956,-7.904,1.167,-0.931
0.195173,0.043,-0.111,0.961,-7.912,1.305,-0.946
0.196115,0.034,-0.115,0.964,-7.973,1.32,-1.19
0.197059,0.027,-0.126,0.964,-8.049,1.427,-1.068
0.198011,0.028,-0.131,0.967,-7.797,1.442,-0.923
0.236094,0.024,-0.131,0.96,-7.942,1.152,-0.786
0.237127,0.028,-0.129,0.958,-7.744,1.465,-0.572
0.238077,0.028,-0.135,0.952,-7.896,1.503,-0.71
0.239021,0.027,-0.141,0.957,-7.904,1.396,-0.725
0.239953,0.024,-0.139,0.959,-7.637,1.282,-0.656
0.240894,0.001,-0.134,0.956,-7.729,1.053,-0.366
0.241854,0.032,-0.129,0.958,-7.568,1.221,-0.374
0.242806,0.022,-0.132,0.946,-8.118,1.328,-0.671
0.280754,0.042,-0.141,0.953,-7.515,1.434,-0.702
0.281772,0.024,-0.147,0.956,-7.248,1.244,-0.824
0.282717,0.026,-0.129,0.956,-7.355,1.244,-0.618
0.283658,0.033,-0.115,0.957,-7.622,1.297,-1.099
0.284622,0.026,-0.129,0.965,-7.53,1.091,-1.053
0.285584,0.036,-0.135,0.964,-7.126,1.137,-1.007
0.286531,0.029,-0.126,0.953,-7.24,1.091,-1.038
0.324292,0.043,-0.116,0.964,-7.355,1.236,-0.557
0.325310,0.043,-0.109,0.95,-7.118,1.328,-0.801
0.326257,0.04,-0.114,0.958,-7.431,1.282,-0.694
0.327199,0.041,-0.119,0.964,-7.248,1.175,-0.648
0.328146,0.034,-0.113,0.961,-7.248,1.35,-0.282
0.329108,0.043,-0.106,0.958,-7.668,1.373,-0.534
0.330061,0.044,-0.109,0.959,-7.523,1.221,-0.778
0.367926,0.041,-0.115,0.963,-7.401,1.282,-0.664
0.368916,0.039,-0.115,0.957,-7.37,1.152,-0.603
0.369897,0.041,-0.115,0.953,-7.668,1.083,-0.786
0.370852,0.038,-0.12,0.958,-7.362,1.328,-0.702
0.371790,0.037,-0.121,0.963,-7.462,1.328,-0.908
0.372739,0.035,-0.121,0.959,-7.278,1.335,-0.786
0.373712,0.037,-0.124,0.956,-7.37,1.419,-0.664
0.411462,0.035,-0.123,0.957,-7.339,1.389,-0.275
0.412443,0.037,-0.126,0.956,-7.523,0.992,-0.534
0.413422,0.035,-0.128,0.96,-7.179,1.129,-0.87
0.414369,0.026,-0.124,0.966,-7.454,1.213,-0.542
0.415313,0.024,-0.122,0.957,-7.599,1.053,-0.504
0.416262,0.026,-0.121,0.962,-7.24,1.228,-0.824
0.417234,0.029,-0.131,0.958,-7.378,1.16,-0.519
0.455125,0.031,-0.127,0.959,-7.568,1.35,-0.801
0.456109,0.026,-0.123,0.961,-7.126,1.183,-0.732
0.457085,0.025,-0.125,0.962,-7.233,1.068,-0.61
0.458044,0.022,-0.124,0.96,-6.882,1.129,-0.679
0.458982,0.029,-0.121,0.961,-7.385,1.175,-0.618
0.459924,0.032,-0.119,0.961,-7.294,1.091,-0.725
0.460880,0.029,-0.121,0.96,-7.202,1.328,-0.679
0.498879,0.034,-0.12,0.957,-7.195,1.389,-0.633
0.499859,0.035,-0.114,0.961,-7.294,1.335,-0.519
0.500807,0.034,-0.11,0.959,-7.423,1.137,-0.954
0.501786,0.04,-0.104,0.956,-7.172,1.32,-1.03
0.502731,0.037,-0.114,0.963,-7.164,1.266,-0.87
0.503678,0.037,-0.108,0.961,-7.256,1.32,-0.549
0.504638,0.04,-0.105,0.958,-7.507,1.183,-0.511
0.542110,0.04,-0.109,0.967,-7.462,1.297,-0.87
0.543097,0.033,-0.106,0.96,-7.385,1.144,-0.816
0.544042,0.037,-0.108,0.96,-7.477,1.236,-0.786
0.544984,0.04,-0.109,0.967,-7.095,1.213,-0.534
0.545956,0.041,-0.11,0.959,-7.317,1.389,-1.022
0.546917,0.04,-0.107,0.954,-7.774,1.251,-1.099
0.547873,0.036,-0.112,0.957,-7.37,1.381,-0.946
0.585907,0.034,-0.112,0.966,-7.614,1.534,-0.633
0.586893,0.034,-0.113,0.952,-7.591,1.251,-0.725
0.587846,0.037,-0.117,0.962,-7.614,1.465,-0.992
0.588790,0.036,-0.121,0.964,-7.828,1.251,-0.893
0.589768,0.037,-0.121,0.96,-7.584,1.335,-0.961
0.590714,0.029,-0.122,0.96,-7.637,1.221,-1.114
0.591668,0.034,-0.125,0.959,-7.484,1.396,-0.587
0.629568,0.033,-0.127,0.961,-7.584,1.32,-0.969
0.630552,0.031,-0.127,0.961,-7.828,1.251,-1.045
0.631499,0.031,-0.125,0.959,-7.362,1.282,-0.854
0.632443,0.031,-0.121,0.956,-7.256,1.244,-0.977
0.633415,0.033,-0.124,0.957,-7.637,1.282,-0.763
0.634360,0.033,-0.123,0.962,-7.385,1.228,-0.9
0.635307,0.032,-0.123,0.958,-7.454,1.183,-0.961
0.673148,0.03,-0.123,0.96,-7.339,1.221,-0.732
0.674133,0.03,-0.12,0.963,-7.721,1.358,-0.931
0.675080,0.03,-0.118,0.965,-7.423,1.343,-0.839
0.676024,0.034,-0.125,0.958,-7.324,1.411,-0.961
0.676968,0.035,-0.121,0.96,-7.576,1.266,-0.626
0.677925,0.035,-0.121,0.958,-7.774,1.411,-0.595
0.678879,0.037,-0.121,0.965,-7.698,1.045,-0.511
0.717017,0.035,-0.119,0.956,-7.545,1.091,-0.763
0.718036,0.037,-0.116,0.962,-7.294,1.244,-0.938
0.719199,0.04,-0.116,0.962,-7.469,1.167,-0.42
0.720154,0.035,-0.122,0.963,-7.584,1.19,-0.732
0.721118,0.043,-0.124,0.964,-7.439,1.434,-0.755
0.722064,0.039,-0.119,0.962,-7.401,1.259,-0.694
0.723022,0.035,-0.118,0.963,-7.217,1.221,-1.083
0.723970,0.041,-0.121,0.964,-7.301,1.221,-0.969
0.761510,0.035,-0.119,0.964,-7.446,1.343,-1.015
0.762491,0.037,-0.119,0.958,-7.446,1.083,-0.587
0.763439,0.038,-0.123,0.957,-7.133,1.328,-0.534
0.764382,0.039,-0.122,0.958,-7.339,1.099,-0.786
0.765344,0.031,-0.119,0.962,-7.462,1.198,-0.626
0.766295,0.032,-0.12,0.961,-7.484,1.358,-0.389
0.767248,0.032,-0.121,0.958,-7.507,1.266,-0.557
0.805185,0.03,-0.123,0.957,-7.301,1.228,-0.45
0.806162,0.032,-0.124,0.962,-7.515,1.373,-0.854
0.807106,0.034,-0.123,0.953,-7.202,1.328,-0.687
0.808050,0.035,-0.123,0.96,-7.5,1.48,-0.671
0.808992,0.033,-0.121,0.965,-7.271,1.19,-0.885
0.809963,0.033,-0.124,0.958,-7.309,1.129,-0.641
0.810917,0.036,-0.12,0.954,-7.477,1.228,-0.778
0.848693,0.03,-0.122,0.958,-7.225,1.328,-0.824
0.849709,0.033,-0.117,0.959,-6.943,1.152,-0.977
0.850656,0.032,-0.12,0.961,-7.141,1.205,-0.656
0.851599,0.033,-0.116,0.961,-7.057,1.198,-0.9
0.852542,0.032,-0.114,0.956,-7.095,1.236,-0.877
0.853502,0.033,-0.115,0.954,-7.133,1.404,-1.053
0.854444,0.031,-0.119,0.956,-7.317,1.198,-0.633
0.892353,0.032,-0.113,0.965,-7.393,1.144,-1.007
0.893358,0.035,-0.117,0.961,-7.538,1.083,-0.694
0.894303,0.038,-0.111,0.962,-7.164,1.244,-1.038
0.895242,0.035,-0.115,0.959,-7.607,1.328,-0.71
0.896178,0.032,-0.116,0.964,-7.416,1.198,-1.03
0.897141,0.035,-0.114,0.963,-7.408,1.167,-0.816
0.898090,0.034,-0.114,0.967,-7.034,1.328,-0.984
0.936070,0.036,-0.115,0.959,-7.057,1.396,-0.854
0.937107,0.037,-0.118,0.962,-7.347,1.251,-0.702
0.938053,0.034,-0.117,0.96,-7.721,1.16,-0.961
0.938993,0.032,-0.124,0.959,-7.423,1.221,-1.099
0.939930,0.034,-0.119,0.958,-7.614,1.282,-1.19
0.940864,0.031,-0.114,0.965,-7.53,1.045,-1.198
0.941833,0.032,-0.115,0.961,-7.446,1.266,-0.969
0.979550,0.037,-0.118,0.962,-7.271,1.244,-0.999
0.980527,0.035,-0.118,0.96,-7.576,1.297,-1.213
0.981498,0.035,-0.121,0.961,-7.248,1.434,-0.969
0.982441,0.033,-0.122,0.958,-7.248,1.518,-0.786
0.983379,0.037,-0.117,0.958,-7.309,1.16,-0.946
0.984322,0.034,-0.123,0.96,-7.469,1.366,-1.266
0.985290,0.035,-0.126,0.965,-7.408,0.999,-1.106
1.023125,0.03,-0.122,0.952,-7.423,1.068,-1.144
1.024106,0.032,-0.115,0.956,-7.439,1.312,-0.816
1.025068,0.004,-0.117,0.963,-7.004,0.778,-0.504
1.026011,0.03,-0.11,0.953,-7.347,0.977,-0.32
1.026943,0.015,-0.112,0.949,-7.637,1.137,-0.214
1.027887,0.04,-0.126,0.954,-7.607,1.389,-0.511
1.028835,0.022,-0.127,0.962,-7.332,1.404,-0.221
1.066825,0.023,-0.115,0.956,-7.401,0.938,-0.137
1.067806,0.033,-0.112,0.966,-7.66,1.404,-0.465
1.068753,0.017,-0.118,0.969,-7.393,1.129,-0.32
1.069724,0.044,-0.127,0.963,-7.561,1.122,-0.648
1.070669,0.021,-0.125,0.958,-7.378,1.144,-0.717
1.071612,0.034,-0.123,0.952,-7.286,1.183,-1.076
1.072563,0.046,-0.111,0.955,-7.21,1.137,-1.213
1.110357,0.025,-0.116,0.956,-7.477,0.893,-1.297
1.111338,0.042,-0.121,0.966,-7.126,1.526,-1.152
1.112286,0.02,-0.116,0.964,-7.393,1.373,-0.832
1.113254,0.036,-0.111,0.969,-7.446,1.091,-0.732
1.114199,0.039,-0.111,0.964,-7.5,1.259,-1.076
1.115144,0.031,-0.112,0.957,-7.317,1.228,-0.954
1.116098,0.043,-0.108,0.957,-7.339,1.358,-0.71
1.153966,0.025,-0.105,0.956,-7.652,1.228,-0.969
1.154950,0.042,-0.107,0.961,-7.324,1.312,-0.61
1.155897,0.03,-0.108,0.96,-7.469,1.03,-0.977
1.156838,0.03,-0.112,0.957,-7.629,1.236,-0.908
1.157807,0.032,-0.113,0.96,-7.5,1.282,-0.71
1.158750,0.032,-0.122,0.966,-7.828,1.144,-0.328
1.159703,0.046,-0.121,0.952,-7.568,1.282,-0.641
1.197565,0.032,-0.12,0.958,-7.614,1.213,-0.809
1.198546,0.033,-0.125,0.958,-7.553,1.35,-0.717
1.199492,0.022,-0.118,0.962,-7.759,1.259,-0.725
1.200434,0.028,-0.117,0.96,-7.66,1.167,-0.664
1.201396,0.035,-0.125,0.964,-7.683,1.274,-0.687
1.202338,0.032,-0.129,0.964,-7.576,1.404,-0.854
1.203290,0.039,-0.126,0.96,-7.874,1.312,-1.045
1.241382,0.024,-0.124,0.964,-7.423,1.167,-0.908
1.242370,0.03,-0.121,0.958,-7.362,1.244,-1.068
1.243318,0.028,-0.116,0.958,-7.645,1.038,-1.175
1.244260,0.036,-0.122,0.964,-7.492,1.289,-0.977
1.245231,0.046,-0.098,0.937,-7.912,1.404,-1.068
1.246172,0.024,-0.118,0.963,-7.896,1.198,-0.893
1.247124,0.022,-0.157,0.98,-6.866,1.328,-0.572
1.248075,0.026,-0.118,0.96,-7.347,1.167,-0.374
1.285973,0.021,-0.1,0.96,-7.462,1.091,-0.626
1.286952,0.05,-0.105,0.963,-7.591,1.381,-0.847
1.287894,0.023,-0.128,0.946,-7.5,1.038,-1.015
1.288833,0.046,-0.128,0.948,-7.454,1.137,-0.687
1.289788,0.023,-0.098,0.957,-7.629,1.381,-0.748
1.290736,0.046,-0.087,0.957,-7.645,1.32,-0.946
1.291688,0.023,-0.118,0.956,-7.744,1.144,-0.793
1.329573,0.033,-0.16,0.977,-7.256,1.282,-0.435
1.330552,0.03,-0.133,0.973,-6.699,1.221,-0.298
1.331495,0.029,-0.083,0.943,-7.172,1.099,-0.74
1.332434,0.059,-0.096,0.945,-7.904,1.175,-0.816
1.333396,0.014,-0.135,0.949,-7.622,1.35,-0.237
1.334329,0.021,-0.128,0.953,-7.927,1.091,0.191
1.335278,0.03,-0.125,0.969,-7.675,1.053,-0.031
1.373188,0.026,-0.146,0.969,-7.362,0.961,-0.839
1.374167,0.051,-0.146,0.973,-7.233,1.434,-1.488
1.375111,0.018,-0.134,0.972,-7.401,0.862,-1.274
1.376059,0.03,-0.112,0.961,-7.042,1.16,-0.908
1.377002,0.023,-0.106,0.939,-7.362,1.251,-0.626
1.377967,0.024,-0.127,0.945,-7.393,1.205,-1.137
1.378920,0.042,-0.145,0.965,-7.187,1.381,-1.266
1.416847,0.022,-0.129,0.956,-7.019,1.236,-1.366
1.417894,0.021,-0.102,0.956,-7.408,1.129,-1.076
1.418845,0.02,-0.104,0.961,-7.584,1.305,-0.473
1.419790,0.022,-0.121,0.962,-7.324,1.244,-0.206
1.420728,0.04,-0.117,0.954,-7.332,1.266,-0.595
1.421690,0.034,-0.115,0.962,-7.195,1.266,-0.465
1.422647,0.037,-0.112,0.959,-7.156,1.381,-0.732
1.460381,0.027,-0.106,0.955,-7.545,1.297,-0.443
1.461394,0.039,-0.108,0.955,-7.584,1.266,-0.13
1.462353,0.043,-0.111,0.967,-7.706,1.396,-0.191
1.463295,0.042,-0.109,0.965,-7.561,1.32,-0.671
1.464234,0.042,-0.124,0.96,-7.935,1.205,-1.015
1.465207,0.039,-0.126,0.975,-7.278,1.289,-1.305
1.466163,0.037,-0.108,0.958,-7.217,1.335,-0.832
1.503947,0.044,-0.098,0.953,-7.347,1.076,-0.954
1.504938,0.038,-0.112,0.963,-7.568,1.19,-1.099
1.505921,0.04,-0.118,0.956,-7.561,1.343,-0.923
1.506868,0.038,-0.114,0.963,-7.614,1.328,-1.205
1.507809,0.034,-0.112,0.964,-7.24,1.472,-1.175
1.508757,0.033,-0.116,0.965,-7.629,1.007,-0.816
1.509725,0.034,-0.119,0.958,-7.622,1.175,-1.015
1.547644,0.033,-0.12,0.959,-7.5,1.266,-0.648
1.548621,0.041,-0.115,0.96,-7.477,1.526,-0.908
1.549588,0.038,-0.112,0.953,-7.614,1.686,-1.144
1.550534,0.028,-0.118,0.951,-7.645,1.389,-0.763
1.551479,0.023,-0.125,0.961,-7.515,1.16,-0.404
1.552427,0.028,-0.127,0.964,-7.408,1.03,-0.237
1.553396,0.044,-0.13,0.966,-7.523,1.312,-0.618
1.591149,0.04,-0.131,0.968,-7.309,1.358,-0.954
1.592131,0.039,-0.13,0.963,-7.484,1.488,-0.748
1.593104,0.037,-0.123,0.957,-7.355,1.305,-0.946
1.594051,0.029,-0.121,0.956,-7.339,1.236,-0.862
1.594993,0.034,-0.121,0.963,-7.324,1.343,-1.266
1.595933,0.032,-0.127,0.965,-7.37,1.297,-1.16
1.596888,0.04,-0.132,0.959,-7.347,1.297,-1.472
1.634808,0.041,-0.127,0.96,-7.088,1.221,-1.205
1.635792,0.029,-0.115,0.958,-7.05,1.305,-1.144
1.636739,0.031,-0.107,0.96,-7.614,1.457,-1.045
1.637713,0.032,-0.109,0.958,-7.332,1.251,-0.816
1.638658,0.035,-0.116,0.965,-7.324,1.137,-0.725
1.639600,0.035,-0.111,0.963,-7.545,1.167,-0.618
1.640553,0.031,-0.114,0.961,-7.179,1.175,-0.488
1.678349,0.031,-0.117,0.964,-7.362,1.228,-0.237
1.679336,0.038,-0.115,0.96,-7.622,1.129,-0.099
1.680285,0.041,-0.114,0.961,-7.828,1.297,-0.603
1.681252,0.036,-0.121,0.959,-7.622,1.358,-0.496
1.682190,0.047,-0.117,0.965,-7.751,1.427,-0.519
1.683136,0.036,-0.113,0.959,-7.599,1.045,-0.87
1.684095,0.041,-0.121,0.953,-7.339,1.282,-0.893
1.722033,0.038,-0.124,0.968,-7.484,1.266,-0.977
1.723006,0.04,-0.122,0.971,-7.217,1.266,-1.137
1.723950,0.038,-0.116,0.953,-7.431,1.221,-1.007
1.724895,0.032,-0.11,0.959,-7.118,1.099,-1.221
1.725866,0.033,-0.121,0.962,-7.484,1.335,-1.007
1.726810,0.028,-0.129,0.96,-7.217,1.251,-0.839
1.727764,0.03,-0.124,0.963,-7.538,1.419,-0.526
1.728718,0.036,-0.121,0.966,-7.339,1.343,-0.587
1.766839,0.033,-0.117,0.964,-7.584,1.442,-0.877
1.767821,0.034,-0.117,0.96,-7.462,1.366,-0.71
1.768771,0.029,-0.117,0.964,-7.393,1.266,-0.526
1.769741,0.031,-0.119,0.954,-7.462,1.259,-0.603
1.770686,0.03,-0.126,0.954,-7.393,1.053,-0.557
1.771638,0.031,-0.127,0.96,-7.294,1.114,-0.824
1.772594,0.038,-0.124,0.958,-7.523,1.343,-0.603
1.810388,0.03,-0.12,0.963,-7.301,1.175,-0.771
1.811365,0.039,-0.113,0.962,-7.21,1.198,-1.06
1.812306,0.036,-0.115,0.969,-7.286,1.244,-0.778
1.813284,0.03,-0.113,0.959,-7.317,1.19,-0.862
1.814223,0.033,-0.116,0.957,-7.278,1.381,-0.366
1.815172,0.036,-0.119,0.954,-7.553,1.335,-0.931
1.816120,0.037,-0.113,0.963,-7.309,1.259,-1.099
1.854020,0.036,-0.111,0.966,-7.553,1.19,-0.839
1.855012,0.035,-0.11,0.962,-7.538,1.282,-0.908
1.855964,0.031,-0.109,0.957,-7.469,1.068,-0.908
1.856910,0.033,-0.11,0.961,-7.561,1.427,-0.961
1.857876,0.036,-0.106,0.954,-7.484,1.335,-0.954
1.858828,0.037,-0.108,0.956,-7.645,1.144,-0.984
1.859779,0.036,-0.111,0.963,-7.851,1.244,-0.862
1.897822,0.033,-0.109,0.958,-7.347,1.518,-0.717
1.898837,0.033,-0.112,0.963,-7.706,1.282,-0.87
1.899781,0.031,-0.109,0.96,-7.95,1.274,-0.885
1.900724,0.033,-0.112,0.964,-7.912,1.366,-0.603
1.901686,0.031,-0.115,0.958,-7.69,1.373,-0.832
1.902632,0.029,-0.113,0.957,-7.698,1.205,-1.03
1.903580,0.022,-0.114,0.953,-7.82,1.282,-0.359
1.941795,0.02,-0.112,0.954,-7.881,1.373,0.214
1.942757,0.027,-0.108,0.966,-8.041,1.328,0.473
1.943688,0.021,-0.12,0.963,-8.362,1.457,0.488
1.944617,0.028,-0.138,0.968,-8.026,1.35,0.854
1.945559,0.026,-0.135,0.966,-7.866,1.099,1.007
1.946495,0.031,-0.134,0.956,-7.66,1.16,0.526
1.947430,0.035,-0.131,0.963,-7.698,1.221,0.099
1.985293,0.035,-0.135,0.961,-7.782,1.198,0.107
1.986287,0.04,-0.129,0.957,-7.561,1.175,-0.404
1.987238,0.04,-0.127,0.954,-7.317,1.289,-0.496
1.988183,0.043,-0.127,0.959,-7.416,1.137,-1.03
1.989136,0.041,-0.131,0.964,-7.53,1.35,-0.931
1.990075,0.037,-0.135,0.958,-7.141,1.381,-1.129
1.991027,0.039,-0.127,0.96,-7.355,1.358,-1.259
2.029066,0.042,-0.119,0.961,-7.523,1.221,-1.282
2.030054,0.04,-0.114,0.961,-7.309,1.465,-1.328
2.031003,0.042,-0.111,0.954,-7.393,1.289,-1.167
2.031948,0.042,-0.113,0.955,-7.278,1.266,-1.137
2.032886,0.045,-0.113,0.96,-7.469,1.221,-1.373
2.033833,0.047,-0.115,0.955,-7.607,1.19,-1.381
2.034784,0.038,-0.113,0.957,-7.507,1.335,-1.266
2.072587,0.039,-0.123,0.969,-7.408,1.175,-0.999
2.073593,0.035,-0.121,0.961,-7.805,1.083,-0.595
2.074538,0.036,-0.116,0.97,-7.683,1.411,-0.847
2.075483,0.035,-0.122,0.949,-7.355,1.251,-0.603
2.076421,0.04,-0.125,0.955,-7.828,1.45,-0.45
2.077376,0.035,-0.126,0.957,-7.202,1.251,-0.832
2.078326,0.03,-0.128,0.954,-7.629,1.221,-0.618
2.116119,0.037,-0.13,0.966,-7.568,1.144,-0.969
2.117127,0.033,-0.124,0.961,-7.637,1.183,-0.702
2.118076,0.028,-0.127,0.961,-7.172,1.244,-0.9
2.119019,0.031,-0.13,0.966,-7.339,1.083,-0.725
2.119963,0.028,-0.125,0.958,-7.416,1.297,-1.091
2.120899,0.034,-0.121,0.946,-7.141,1.297,-0.938
2.121853,0.029,-0.12,0.953,-7.202,1.213,-0.809
2.159832,0.024,-0.117,0.964,-7.454,1.32,-0.671
2.160820,0.023,-0.119,0.961,-7.317,0.961,-0.732
2.161802,0.027,-0.118,0.968,-7.301,1.022,-0.847
2.162748,0.026,-0.12,0.958,-7.042,1.183,-0.175
2.163704,0.028,-0.121,0.957,-7.355,1.373,-0.374
2.164644,0.034,-0.117,0.955,-7.401,1.053,-0.481
2.165614,0.036,-0.115,0.951,-7.492,1.373,-0.275
2.203593,0.033,-0.113,0.955,-7.172,1.083,-0.542
2.204584,0.031,-0.11,0.955,-7.454,1.099,-0.191
2.205563,0.033,-0.111,0.964,-7.446,1.266,-0.511
2.206508,0.031,-0.107,0.967,-7.454,0.999,-0.908
2.207452,0.04,-0.116,0.968,-7.339,1.266,-0.877
2.208395,0.04,-0.116,0.963,-7.408,1.396,-0.671
2.209366,0.04,-0.11,0.959,-7.545,1.427,-1.19
2.210320,0.038,-0.115,0.965,-7.339,1.381,-0.946
2.248167,0.042,-0.111,0.952,-7.484,1.099,-0.908
2.249179,0.039,-0.112,0.961,-7.568,1.389,-1.053
2.250126,0.042,-0.113,0.962,-7.66,1.472,-1.183
2.251070,0.039,-0.116,0.957,-7.507,1.389,-1.083
2.252011,0.038,-0.113,0.962,-7.401,1.091,-1.221
2.252960,0.036,-0.117,0.958,-7.408,1.076,-1.015
2.253931,0.036,-0.12,0.959,-7.79,1.45,-1.19
2.291698,0.037,-0.116,0.961,-7.24,1.114,-1.251
2.292681,0.036,-0.116,0.96,-7.568,1.64,-1.427
2.293660,0.031,-0.115,0.96,-7.988,1.198,-1.045
2.294612,0.035,-0.119,0.952,-7.896,1.228,-0.893
2.295545,0.03,-0.121,0.958,-7.5,1.541,-1.167
2.296493,0.032,-0.124,0.964,-7.576,1.312,-0.977
2.297461,0.032,-0.122,0.961,-7.324,1.404,-1.175
2.335393,0.033,-0.128,0.962,-7.599,1.068,-0.893
2.336379,0.031,-0.128,0.965,-7.469,1.343,-0.961
2.337357,0.028,-0.126,0.968,-7.668,1.335,-0.908
2.338305,0.033,-0.129,0.958,-7.721,1.312,-0.877
2.339248,0.03,-0.128,0.953,-7.408,1.167,-0.938
2.340197,0.032,-0.127,0.961,-7.484,1.183,-0.778
